GICS industry group,ASX Code,Type,30/09/2017,30/09/2016,30/09/2015,30/09/2014
Real Estate,AOF,Income from continuing operations,0,0,0,0
Materials,AVL,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",AVG,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",AWY,Income from continuing operations,0,0,0,0
Energy,ATS,Income from continuing operations,0,0,0,0
Materials,ANS,Income from continuing operations,0,0,0,0
Banks,ABA,Income from continuing operations,0,0,0,0
Not Applic,AIY,Income from continuing operations,0,0,0,0
Retailing,AHG,Income from continuing operations,0,0,0,0
Retailing,ASG,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,AVA,Income from continuing operations,0,0,0,0
Materials,AVB,Income from continuing operations,0,0,0,0
Materials,AEV,Income from continuing operations,0,0,0,0
Real Estate,AVN,Income from continuing operations,0,0,0,0
Real Estate,AOG,Income from continuing operations,0,0,0,0
Materials,AVW,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",AVH,Income from continuing operations,0,0,0,0
Real Estate,AVJ,Income from continuing operations,0,0,0,0
Materials,AVZ,Income from continuing operations,0,0,0,0
Class Pend,AWA,Income from continuing operations,0,0,0,0
Materials,AVQ,Income from continuing operations,0,0,0,0
Real Estate,AXI,Income from continuing operations,0,0,0,0
Diversified Financials,AXL,Income from continuing operations,0,0,0,0
Software & Services,AYG,Income from continuing operations,0,0,0,0
Materials,AZM,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,AZV,Income from continuing operations,0,0,0,0
Materials,AZS,Income from continuing operations,0,0,0,0
Retailing,BBN,Income from continuing operations,0,0,0,0
Capital Goods,BPP,Income from continuing operations,0,0,0,0
Diversified Financials,BTI,Income from continuing operations,0,0,0,0
Banks,BOQ,Income from continuing operations,0,0,0,0
Energy,BMN,Income from continuing operations,0,0,0,0
Retailing,BAP,Income from continuing operations,0,0,0,0
Energy,BKP,Income from continuing operations,0,0,0,0
Class Pend,BD1,Income from continuing operations,0,0,0,0
Materials,BAR,Income from continuing operations,0,0,0,0
Not Applic,BST,Income from continuing operations,0,0,0,0
Materials,BSE,Income from continuing operations,0,0,0,0
Materials,BSM,Income from continuing operations,0,0,0,0
Energy,BAS,Income from continuing operations,0,0,0,0
Materials,BSR,Income from continuing operations,0,0,0,0
Materials,BRL,Income from continuing operations,0,0,0,0
Materials,BAT,Income from continuing operations,0,0,0,0
Capital Goods,BMH,Income from continuing operations,0,0,0,0
Materials,BAU,Income from continuing operations,0,0,0,0
Materials,BBX,Income from continuing operations,0,0,0,0
Materials,BCI,Income from continuing operations,0,0,0,0
Energy,BPT,Income from continuing operations,0,0,0,0
Retailing,BLX,Income from continuing operations,0,0,0,0
Materials,BCN,Income from continuing operations,0,0,0,0
Materials,BDR,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",BGA,Income from continuing operations,0,0,0,0
Diversified Financials,BFG,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",BAL,Income from continuing operations,0,0,0,0
Banks,BEN,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",BLT,Income from continuing operations,0,0,0,0
Not Applic,BHD,Income from continuing operations,0,0,0,0
Diversified Financials,BEL,Income from continuing operations,0,0,0,0
Energy,BKY,Income from continuing operations,0,0,0,0
Materials,BMT,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",BFC,Income from continuing operations,0,0,0,0
Media,BYI,Income from continuing operations,0,0,0,0
Materials,BHP,Income from continuing operations,0,0,0,0
Software & Services,BID,Income from continuing operations,0,0,0,0
Materials,BRI,Income from continuing operations,0,0,0,0
Energy,BNL,Income from continuing operations,0,0,0,0
Software & Services,BIG,Income from continuing operations,0,0,0,0
Software & Services,BTH,Income from continuing operations,0,0,0,0
Commercial & Professional Services,BIN,Income from continuing operations,0,0,0,0
Materials,BGT,Income from continuing operations,0,0,0,0
Class Pend,BBM,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",BNO,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",BIT,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",BXN,Income from continuing operations,0,0,0,0
Not Applic,BIR,Income from continuing operations,0,0,0,0
Materials,BGS,Income from continuing operations,0,0,0,0
Materials,BIS,Income from continuing operations,0,0,0,0
Diversified Financials,BSN,Income from continuing operations,0,0,0,0
Diversified Financials,BKI,Income from continuing operations,0,0,0,0
Commercial & Professional Services,BKM,Income from continuing operations,0,0,0,0
Materials,BC8,Income from continuing operations,0,0,0,0
Materials,BKT,Income from continuing operations,0,0,0,0
Energy,BSP,Income from continuing operations,0,0,0,0
Materials,BEM,Income from continuing operations,0,0,0,0
Materials,BLK,Income from continuing operations,0,0,0,0
Household & Personal Products,BKL,Income from continuing operations,0,0,0,0
Materials,BSX,Income from continuing operations,0,0,0,0
Diversified Financials,BWF,Income from continuing operations,0,0,0,0
Real Estate,BWR,Income from continuing operations,0,0,0,0
Energy,BLZ,Income from continuing operations,0,0,0,0
Materials,BGH,Income from continuing operations,0,0,0,0
Materials,BDI,Income from continuing operations,0,0,0,0
Energy,BUL,Income from continuing operations,0,0,0,0
Diversified Financials,BLA,Income from continuing operations,0,0,0,0
Not Applic,BAF,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,BCT,Income from continuing operations,0,0,0,0
Materials,BSL,Income from continuing operations,0,0,0,0
Semiconductors & Semiconductor Equipment,BLG,Income from continuing operations,0,0,0,0
Materials,BMG,Income from continuing operations,0,0,0,0
Materials,BOA,Income from continuing operations,0,0,0,0
Capital Goods,BLY,Income from continuing operations,0,0,0,0
Retailing,BDA,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",BAH,Income from continuing operations,0,0,0,0
Capital Goods,BOL,Income from continuing operations,0,0,0,0
Materials,BBR,Income from continuing operations,0,0,0,0
Materials,BLD,Income from continuing operations,0,0,0,0
Materials,BOE,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",BOT,Income from continuing operations,0,0,0,0
Materials,BOC,Income from continuing operations,0,0,0,0
Materials,B2Y,Income from continuing operations,0,0,0,0
Energy,BUY,Income from continuing operations,0,0,0,0
Materials,BCB,Income from continuing operations,0,0,0,0
Real Estate,BHL,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",BPH,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,BRC,Income from continuing operations,0,0,0,0
Software & Services,BRN,Income from continuing operations,0,0,0,0
Commercial & Professional Services,BXB,Income from continuing operations,0,0,0,0
Software & Services,BVS,Income from continuing operations,0,0,0,0
Materials,BRB,Income from continuing operations,0,0,0,0
Retailing,BRG,Income from continuing operations,0,0,0,0
Materials,BKW,Income from continuing operations,0,0,0,0
Media,BBL,Income from continuing operations,0,0,0,0
Not Applic,BGP,Income from continuing operations,0,0,0,0
Telecommunication Services,BRO,Income from continuing operations,0,0,0,0
Materials,BCK,Income from continuing operations,0,0,0,0
Materials,BPL,Income from continuing operations,0,0,0,0
Diversified Financials,BGR,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",BEE,Income from continuing operations,0,0,0,0
Energy,BRK,Income from continuing operations,0,0,0,0
Materials,BYH,Income from continuing operations,0,0,0,0
Commercial & Professional Services,BSA,Income from continuing operations,0,0,0,0
Diversified Financials,BTC,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",BUB,Income from continuing operations,0,0,0,0
Software & Services,BUD,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",BUG,Income from continuing operations,0,0,0,0
Software & Services,BIQ,Income from continuing operations,0,0,0,0
Materials,BNR,Income from continuing operations,0,0,0,0
Energy,BRU,Income from continuing operations,0,0,0,0
Materials,BUX,Income from continuing operations,0,0,0,0
Real Estate,BMP,Income from continuing operations,0,0,0,0
Real Estate,BWP,Income from continuing operations,0,0,0,0
Household & Personal Products,BWX,Income from continuing operations,0,0,0,0
Energy,BYE,Income from continuing operations,0,0,0,0
Retailing,BPG,Income from continuing operations,0,0,0,0
Commercial & Professional Services,CAB,Income from continuing operations,0,0,0,0
Not Applic,CDM,Income from continuing operations,0,0,0,0
Materials,CAD,Income from continuing operations,0,0,0,0
Materials,CAI,Income from continuing operations,0,0,0,0
Energy,CE1,Income from continuing operations,0,0,0,0
Energy,CTX,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",CAN,Income from continuing operations,0,0,0,0
Materials,CAE,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",CP1,Income from continuing operations,0,0,0,0
Materials,CAY,Income from continuing operations,0,0,0,0
Materials,CFE,Income from continuing operations,0,0,0,0
Software & Services,CAG,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",CZZ,Income from continuing operations,0,0,0,0
Materials,CMY,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,CAJ,Income from continuing operations,0,0,0,0
Materials,CAA,Income from continuing operations,0,0,0,0
Materials,CMM,Income from continuing operations,0,0,0,0
Real Estate,CAQ,Income from continuing operations,0,0,0,0
Materials,CVV,Income from continuing operations,0,0,0,0
Materials,CWX,Income from continuing operations,0,0,0,0
Materials,CRB,Income from continuing operations,0,0,0,0
Energy,CNX,Income from continuing operations,0,0,0,0
Energy,CRM,Income from continuing operations,0,0,0,0
Materials,CG1,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,CDX,Income from continuing operations,0,0,0,0
Materials,CDV,Income from continuing operations,0,0,0,0
Capital Goods,CDD,Income from continuing operations,0,0,0,0
Real Estate,CDP,Income from continuing operations,0,0,0,0
Diversified Financials,CIN,Income from continuing operations,0,0,0,0
Energy,CVN,Income from continuing operations,0,0,0,0
Materials,CAV,Income from continuing operations,0,0,0,0
Utilities,CCE,Income from continuing operations,0,0,0,0
Materials,CAP,Income from continuing operations,0,0,0,0
Software & Services,CAR,Income from continuing operations,0,0,0,0
Retailing,CCV,Income from continuing operations,0,0,0,0
Materials,CZI,Income from continuing operations,0,0,0,0
Materials,CMD,Income from continuing operations,0,0,0,0
Materials,CCZ,Income from continuing operations,0,0,0,0
Materials,CDT,Income from continuing operations,0,0,0,0
Materials,CYL,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,CAT,Income from continuing operations,0,0,0,0
Energy,CXU,Income from continuing operations,0,0,0,0
Materials,CAZ,Income from continuing operations,0,0,0,0
Not Applic,CBC,Income from continuing operations,0,0,0,0
Insurance,CBL,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,CT1,Income from continuing operations,0,0,0,0
Real Estate,CWP,Income from continuing operations,0,0,0,0
Materials,CNL,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",CDY,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,CLT,Income from continuing operations,0,0,0,0
Materials,CLA,Income from continuing operations,0,0,0,0
Materials,CTM,Income from continuing operations,0,0,0,0
Materials,CTL,Income from continuing operations,0,0,0,0
Energy,CTP,Income from continuing operations,0,0,0,0
Diversified Financials,CAF,Income from continuing operations,0,0,0,0
Materials,CXM,Income from continuing operations,0,0,0,0
Diversified Financials,CNI,Income from continuing operations,0,0,0,0
Real Estate,CIP,Income from continuing operations,0,0,0,0
Real Estate,CMA,Income from continuing operations,0,0,0,0
Diversified Financials,CYA,Income from continuing operations,0,0,0,0
Materials,CVS,Income from continuing operations,0,0,0,0
Capital Goods,CFO,Income from continuing operations,0,0,0,0
Materials,CHN,Income from continuing operations,0,0,0,0
Energy,CEL,Income from continuing operations,0,0,0,0
Diversified Financials,CGF,Income from continuing operations,0,0,0,0
Transportation,CHR,Income from continuing operations,0,0,0,0
Materials,CIA,Income from continuing operations,0,0,0,0
Software & Services,CCA,Income from continuing operations,0,0,0,0
Software & Services,CWL,Income from continuing operations,0,0,0,0
Diversified Financials,CHP,Income from continuing operations,0,0,0,0
Real Estate,CHC,Income from continuing operations,0,0,0,0
Real Estate,CLW,Income from continuing operations,0,0,0,0
Real Estate,CQR,Income from continuing operations,0,0,0,0
Materials,CHZ,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",CDC,Income from continuing operations,0,0,0,0
Materials,CMC,Income from continuing operations,0,0,0,0
Capital Goods,CTC,Income from continuing operations,0,0,0,0
Materials,CDH,Income from continuing operations,0,0,0,0
Telecommunication Services,CNU,Income from continuing operations,0,0,0,0
Materials,CII,Income from continuing operations,0,0,0,0
Capital Goods,CIM,Income from continuing operations,0,0,0,0
Software & Services,CRO,Income from continuing operations,0,0,0,0
Software & Services,CNW,Income from continuing operations,0,0,0,0
Materials,CTO,Income from continuing operations,0,0,0,0
Capital Goods,CVL,Income from continuing operations,0,0,0,0
Materials,CLY,Income from continuing operations,0,0,0,0
Commercial & Professional Services,CND,Income from continuing operations,0,0,0,0
Software & Services,CL1,Income from continuing operations,0,0,0,0
Materials,CLZ,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",CSS,Income from continuing operations,0,0,0,0
Commercial & Professional Services,CLQ,Income from continuing operations,0,0,0,0
Commercial & Professional Services,CWY,Income from continuing operations,0,0,0,0
Diversified Financials,CVW,Income from continuing operations,0,0,0,0
Capital Goods,CPV,Income from continuing operations,0,0,0,0
Materials,CDG,Income from continuing operations,0,0,0,0
Not Applic,CAM,Income from continuing operations,0,0,0,0
Diversified Financials,CIW,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",CUV,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,CLV,Income from continuing operations,0,0,0,0
Not Applic,CMI,Income from continuing operations,0,0,0,0
Commercial & Professional Services,CGR,Income from continuing operations,0,0,0,0
Software & Services,CA8,Income from continuing operations,0,0,0,0
Materials,COB,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",CCL,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,COH,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,CDA,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,CGS,Income from continuing operations,0,0,0,0
Materials,CHK,Income from continuing operations,0,0,0,0
Materials,CKA,Income from continuing operations,0,0,0,0
Software & Services,CL8,Income from continuing operations,0,0,0,0
Commercial & Professional Services,CLH,Income from continuing operations,0,0,0,0
Materials,CLL,Income from continuing operations,0,0,0,0
Consumer Services,CKF,Income from continuing operations,0,0,0,0
Materials,CRL,Income from continuing operations,0,0,0,0
Energy,COI,Income from continuing operations,0,0,0,0
Software & Services,CCG,Income from continuing operations,0,0,0,0
Software & Services,COM,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,CMP,Income from continuing operations,0,0,0,0
Software & Services,CPU,Income from continuing operations,0,0,0,0
Diversified Financials,CLF,Income from continuing operations,0,0,0,0
Materials,CDB,Income from continuing operations,0,0,0,0
Materials,CNJ,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,CIO,Income from continuing operations,0,0,0,0
Software & Services,CXZ,Income from continuing operations,0,0,0,0
Not Applic,COG,Income from continuing operations,0,0,0,0
Materials,CSD,Income from continuing operations,0,0,0,0
Materials,CZL,Income from continuing operations,0,0,0,0
Class Pend,CR1,Income from continuing operations,0,0,0,0
Utilities,CEN,Income from continuing operations,0,0,0,0
Diversified Financials,CGA,Income from continuing operations,0,0,0,0
Not Applic,CIE,Income from continuing operations,0,0,0,0
Not Applic,CVF,Income from continuing operations,0,0,0,0
Real Estate,CRR,Income from continuing operations,0,0,0,0
Class Pend,CM1,Income from continuing operations,0,0,0,0
Energy,COE,Income from continuing operations,0,0,0,0
Materials,C6C,Income from continuing operations,0,0,0,0
Materials,CSE,Income from continuing operations,0,0,0,0
Materials,COY,Income from continuing operations,0,0,0,0
Materials,CZN,Income from continuing operations,0,0,0,0
Not Applic,CD1,Income from continuing operations,0,0,0,0
Not Applic,CD2,Income from continuing operations,0,0,0,0
Not Applic,CD3,Income from continuing operations,0,0,0,0
Materials,CXO,Income from continuing operations,0,0,0,0
Not Applic,CIZ,Income from continuing operations,0,0,0,0
Class Pend,CNA,Income from continuing operations,0,0,0,0
Consumer Services,CTD,Income from continuing operations,0,0,0,0
Software & Services,COO,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",CGC,Income from continuing operations,0,0,0,0
Materials,CGM,Income from continuing operations,0,0,0,0
Commercial & Professional Services,CUP,Income from continuing operations,0,0,0,0
Energy,CCJ,Income from continuing operations,0,0,0,0
Software & Services,CVT,Income from continuing operations,0,0,0,0
Capital Goods,CYG,Income from continuing operations,0,0,0,0
Materials,CZR,Income from continuing operations,0,0,0,0
Software & Services,CGO,Income from continuing operations,0,0,0,0
Materials,CXX,Income from continuing operations,0,0,0,0
Materials,CGN,Income from continuing operations,0,0,0,0
Diversified Financials,CRD,Income from continuing operations,0,0,0,0
Diversified Financials,CCP,Income from continuing operations,0,0,0,0
Commercial & Professional Services,CI1,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",CPH,Income from continuing operations,0,0,0,0
Real Estate,CMW,Income from continuing operations,0,0,0,0
Commercial & Professional Services,CLI,Income from continuing operations,0,0,0,0
Materials,CUX,Income from continuing operations,0,0,0,0
Media,CM8,Income from continuing operations,0,0,0,0
Media,CSK,Income from continuing operations,0,0,0,0
Consumer Services,CWN,Income from continuing operations,0,0,0,0
Materials,CAS,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",CTE,Income from continuing operations,0,0,0,0
Software & Services,CSV,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",CSL,Income from continuing operations,0,0,0,0
Materials,CSR,Income from continuing operations,0,0,0,0
Transportation,CLX,Income from continuing operations,0,0,0,0
Materials,CDU,Income from continuing operations,0,0,0,0
Energy,CUE,Income from continuing operations,0,0,0,0
Materials,CUL,Income from continuing operations,0,0,0,0
Software & Services,CV1,Income from continuing operations,0,0,0,0
Diversified Financials,CVC,Income from continuing operations,0,0,0,0
Banks,CYB,Income from continuing operations,0,0,0,0
Consumer Durables & Apparel,CYQ,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,CYC,Income from continuing operations,0,0,0,0
Materials,CY5,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",CYP,Income from continuing operations,0,0,0,0
Materials,DCN,Income from continuing operations,0,0,0,0
Materials,DAU,Income from continuing operations,0,0,0,0
Materials,DNK,Income from continuing operations,0,0,0,0
Materials,DHR,Income from continuing operations,0,0,0,0
Materials,DTM,Income from continuing operations,0,0,0,0
Software & Services,DTL,Income from continuing operations,0,0,0,0
Automobiles & Components,DDT,Income from continuing operations,0,0,0,0
Materials,DTR,Income from continuing operations,0,0,0,0
Materials,DAV,Income from continuing operations,0,0,0,0
Retailing,DW8,Income from continuing operations,0,0,0,0
Materials,DEG,Income from continuing operations,0,0,0,0
Utilities,DEM,Income from continuing operations,0,0,0,0
Software & Services,DSX,Income from continuing operations,0,0,0,0
Capital Goods,DCG,Income from continuing operations,0,0,0,0
Energy,DYL,Income from continuing operations,0,0,0,0
Retailing,DLC,Income from continuing operations,0,0,0,0
Materials,DMI,Income from continuing operations,0,0,0,0
Capital Goods,D13,Income from continuing operations,0,0,0,0
Real Estate,DGH,Income from continuing operations,0,0,0,0
Energy,DEV,Income from continuing operations,0,0,0,0
Real Estate,DVN,Income from continuing operations,0,0,0,0
Real Estate,DXS,Income from continuing operations,0,0,0,0
Materials,DGO,Income from continuing operations,0,0,0,0
Materials,DGR,Income from continuing operations,0,0,0,0
Materials,DRX,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,DDR,Income from continuing operations,0,0,0,0
Software & Services,DMC,Income from continuing operations,0,0,0,0
Software & Services,DCC,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",DXB,Income from continuing operations,0,0,0,0
Capital Goods,DGX,Income from continuing operations,0,0,0,0
Materials,DAF,Income from continuing operations,0,0,0,0
Diversified Financials,DUI,Income from continuing operations,0,0,0,0
Diversified Financials,DJW,Income from continuing operations,0,0,0,0
Diversified Financials,DCL,Income from continuing operations,0,0,0,0
Software & Services,DHG,Income from continuing operations,0,0,0,0
Materials,DME,Income from continuing operations,0,0,0,0
Consumer Services,DMP,Income from continuing operations,0,0,0,0
Consumer Services,DNA,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",DFM,Income from continuing operations,0,0,0,0
Materials,DRM,Income from continuing operations,0,0,0,0
Energy,DOR,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",DVL,Income from continuing operations,0,0,0,0
Semiconductors & Semiconductor Equipment,DTZ,Income from continuing operations,0,0,0,0
Commercial & Professional Services,DOW,Income from continuing operations,0,0,0,0
Materials,DRA,Income from continuing operations,0,0,0,0
Materials,DMG,Income from continuing operations,0,0,0,0
Software & Services,DTS,Income from continuing operations,0,0,0,0
Materials,DRG,Income from continuing operations,0,0,0,0
Materials,DRK,Income from continuing operations,0,0,0,0
Software & Services,DN8,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,DRO,Income from continuing operations,0,0,0,0
Software & Services,DSE,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,DTI,Income from continuing operations,0,0,0,0
Software & Services,DUB,Income from continuing operations,0,0,0,0
Materials,DKM,Income from continuing operations,0,0,0,0
Materials,DLX,Income from continuing operations,0,0,0,0
Diversified Financials,DBF,Income from continuing operations,0,0,0,0
Utilities,D2O,Income from continuing operations,0,0,0,0
Software & Services,DWS,Income from continuing operations,0,0,0,0
Materials,DMA,Income from continuing operations,0,0,0,0
Materials,E2M,Income from continuing operations,0,0,0,0
Household & Personal Products,EHH,Income from continuing operations,0,0,0,0
Materials,EM2,Income from continuing operations,0,0,0,0
Energy,EER,Income from continuing operations,0,0,0,0
Energy,EWE,Income from continuing operations,0,0,0,0
Materials,EGS,Income from continuing operations,0,0,0,0
Materials,EFE,Income from continuing operations,0,0,0,0
Diversified Financials,EAS,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,EBO,Income from continuing operations,0,0,0,0
Commercial & Professional Services,ECG,Income from continuing operations,0,0,0,0
Materials,EAR,Income from continuing operations,0,0,0,0
Energy,EPM,Income from continuing operations,0,0,0,0
Diversified Financials,ECX,Income from continuing operations,0,0,0,0
Class Pend,ETK,Income from continuing operations,0,0,0,0
Energy,EDE,Income from continuing operations,0,0,0,0
Materials,EGA,Income from continuing operations,0,0,0,0
Materials,EHX,Income from continuing operations,0,0,0,0
Diversified Financials,EDC,Income from continuing operations,0,0,0,0
Consumer Services,ENN,Income from continuing operations,0,0,0,0
Real Estate,ERF,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",ELD,Income from continuing operations,0,0,0,0
Capital Goods,EOS,Income from continuing operations,0,0,0,0
Materials,E25,Income from continuing operations,0,0,0,0
Materials,ELT,Income from continuing operations,0,0,0,0
Household & Personal Products,EXL,Income from continuing operations,0,0,0,0
Energy,EXR,Income from continuing operations,0,0,0,0
Energy,ELK,Income from continuing operations,0,0,0,0
Not Applic,EAI,Income from continuing operations,0,0,0,0
Not Applic,EGI,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,ELX,Income from continuing operations,0,0,0,0
Software & Services,ELO,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,ELS,Income from continuing operations,0,0,0,0
Capital Goods,EMB,Income from continuing operations,0,0,0,0
Capital Goods,EHL,Income from continuing operations,0,0,0,0
Materials,EMR,Income from continuing operations,0,0,0,0
Materials,EM1,Income from continuing operations,0,0,0,0
Materials,EMG,Income from continuing operations,0,0,0,0
Not Applic,EMF,Income from continuing operations,0,0,0,0
Diversified Financials,EML,Income from continuing operations,0,0,0,0
Materials,ERM,Income from continuing operations,0,0,0,0
Energy,EMP,Income from continuing operations,0,0,0,0
Energy,EEG,Income from continuing operations,0,0,0,0
Energy,EGO,Income from continuing operations,0,0,0,0
Materials,ERL,Income from continuing operations,0,0,0,0
Software & Services,EPD,Income from continuing operations,0,0,0,0
Materials,EMU,Income from continuing operations,0,0,0,0
Materials,ENR,Income from continuing operations,0,0,0,0
Utilities,ENB,Income from continuing operations,0,0,0,0
Energy,ENX,Income from continuing operations,0,0,0,0
Commercial & Professional Services,EAX,Income from continuing operations,0,0,0,0
Energy,EME,Income from continuing operations,0,0,0,0
Software & Services,EOL,Income from continuing operations,0,0,0,0
Energy,ERA,Income from continuing operations,0,0,0,0
Capital Goods,EGY,Income from continuing operations,0,0,0,0
Utilities,EWC,Income from continuing operations,0,0,0,0
Media,EGG,Income from continuing operations,0,0,0,0
Software & Services,EN1,Income from continuing operations,0,0,0,0
Capital Goods,EGN,Income from continuing operations,0,0,0,0
Energy,EOR,Income from continuing operations,0,0,0,0
Diversified Financials,EXO,Income from continuing operations,0,0,0,0
Not Applic,E88,Income from continuing operations,0,0,0,0
Insurance,ENA,Income from continuing operations,0,0,0,0
Energy,ETE,Income from continuing operations,0,0,0,0
Materials,ENT,Income from continuing operations,0,0,0,0
Utilities,EVM,Income from continuing operations,0,0,0,0
Commercial & Professional Services,ESI,Income from continuing operations,0,0,0,0
Capital Goods,EGL,Income from continuing operations,0,0,0,0
Software & Services,EVS,Income from continuing operations,0,0,0,0
Energy,E2E,Income from continuing operations,0,0,0,0
Not Applic,EPA,Income from continuing operations,0,0,0,0
Diversified Financials,EQT,Income from continuing operations,0,0,0,0
Materials,EQX,Income from continuing operations,0,0,0,0
Materials,EQE,Income from continuing operations,0,0,0,0
Utilities,EPW,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",ESE,Income from continuing operations,0,0,0,0
Software & Services,ESV,Income from continuing operations,0,0,0,0
Materials,ESM,Income from continuing operations,0,0,0,0
Software & Services,ESH,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,EHE,Income from continuing operations,0,0,0,0
Materials,ESR,Income from continuing operations,0,0,0,0
Software & Services,ESK,Income from continuing operations,0,0,0,0
Consumer Services,EBG,Income from continuing operations,0,0,0,0
Real Estate,EGH,Income from continuing operations,0,0,0,0
Materials,EUZ,Income from continuing operations,0,0,0,0
Materials,EUC,Income from continuing operations,0,0,0,0
Materials,EUR,Income from continuing operations,0,0,0,0
Materials,EMH,Income from continuing operations,0,0,0,0
Diversified Financials,EZL,Income from continuing operations,0,0,0,0
Not Applic,EAF,Income from continuing operations,0,0,0,0
Not Applic,EFF,Income from continuing operations,0,0,0,0
Not Applic,EGD,Income from continuing operations,0,0,0,0
Diversified Financials,ED1,Income from continuing operations,0,0,0,0
Diversified Financials,EVE,Income from continuing operations,0,0,0,0
Media,EVT,Income from continuing operations,0,0,0,0
Materials,EVN,Income from continuing operations,0,0,0,0
Consumer Services,EVO,Income from continuing operations,0,0,0,0
Capital Goods,EVZ,Income from continuing operations,0,0,0,0
Materials,EXG,Income from continuing operations,0,0,0,0
Consumer Services,EXP,Income from continuing operations,0,0,0,0
Materials,EXU,Income from continuing operations,0,0,0,0
"Pharmaceuticals, Biotechnology & Life Sciences",FTT,Income from continuing operations,0,0,0,0
Media,FXJ,Income from continuing operations,0,0,0,0
Software & Services,FZO,Income from continuing operations,0,0,0,0
Energy,FAR,Income from continuing operations,0,0,0,0
"Food, Beverage & Tobacco",FRM,Income from continuing operations,0,0,0,0
Health Care Equipment & Services,FFC,Income from continuing operations,0,0,0,0
Capital Goods,FBR,Income from continuing operations,0,0,0,0
Real Estate,FE8,Income from continuing operations,0,0,0,0
Not Applic,FPC,Income from continuing operations,0,0,0,0
Not Applic,FPP,Income from continuing operations,0,0,0,0
Diversified Financials,FFG,Income from continuing operations,0,0,0,0
Technology Hardware & Equipment,FEI,Income from continuing operations,0,0,0,0
